villages,id_men,taille_menage,age,nbre_heure_travail
Guiro yero bocar,2580,8,55,56
Djilor,2581,6,52,25
Kafountine,2582,17,27,21
SARE BITEYE,2583,15,44,50
Sinthiang mali,2584,4,57,6
Poram peulh,2585,9,74,5
Mbeye,2586,6,45,56
Ebarack,2587,13,43,6
Leona,2588,4,75,9
Khourou loumby,2589,10,55,54
Bandoulou Toucouleur,2590,18,43,49
Pelele Kindessa,2591,20,70,42
IBEL,2592,9,40,42
Diake  Samba,2593,25,70,49
Kamb,2594,3,60,9
Fasfero,2595,3,60,49
Bamba thialene,2596,16,62,48
Gae,2597,4,41,54
Sinthiang Diouma,2598,7,22,50
Galoyabe,2599,9,83,20
Marou maounde,2600,7,40,70
Poultock,2601,10,42,35
Thiafali,2602,5,50,48
Lat mbissine daro  mango,2603,6,61,56
Ndiayene,2604,11,50,42
Madially,2605,12,80,0
Darou Ndiaye,2606,5,32,52
Bamba thialene,2607,14,57,48
Niahene,2608,12,50,42
Elinkine,2609,6,32,30
Badiana,2610,9,53,56
Bissassou santo,2611,6,66,8
Koussanar Soce,2612,12,34,42
Mbediare,2613,7,39,-99
Afia bacary demba,2614,8,32,56
Mboul,2615,9,57,54
Kandialon,2616,6,70,0
Ronkh,2617,4,40,30
Nguedj,2618,7,47,30
Wassadou,2619,8,60,-99
Boulom,2620,20,76,28
Manconomba,2621,8,55,49
Padalal,2622,31,60,8
Coura mouride,2623,10,50,49
Khourou loumby,2624,8,54,45
Gouye ndock,2625,8,41,56
Medina gowe,2626,20,50,-99
Kamoya,2627,9,65,7
Koundioundou,2628,13,47,72
Danthiady,2629,12,72,16
Dayane gassel,2630,5,78,49
PIRE  GOUREYE,2631,8,65,-99
Marina ndiaye,2632,10,70,90
Thiofior,2633,15,40,97
Nguick,2634,12,77,-99
Keur sarokhy,2635,29,75,-99
Médina gounass,2636,25,81,12
Keur yoro khodio,2637,16,58,49
Yene guethie,2638,19,72,56
NDIEDE,2639,6,60,48
Keur makatim,2640,12,40,72
Diattacounda 2,2641,11,53,30
Bokh,2642,7,65,60
Diakene Diola,2643,5,58,42
NOTTO GOUYE DIAMA,2644,10,65,42
Ndramé,2645,3,81,3
Samba colo,2646,10,57,6
Keur sidate,2647,15,50,49
Poram Lathie,2648,3,22,42
Madina bappe,2649,7,40,40
Boulal,2650,12,47,12
Missira Demba,2651,9,45,49
Sanacounda,2652,12,48,65
Naide,2653,8,50,40
Ndame LO,2654,8,38,49
Gaina Mbar,2655,10,60,52
Keur mousseu,2656,17,63,-99
Ndiorol Birane Diop,2657,16,37,78
Madina couta,2658,14,55,60
Kanel,2659,8,50,8
Kadji,2660,14,67,49
Gassane,2661,7,35,56
Frankounda,2662,9,25,45
Demizine,2663,7,56,54
Mbafaye,2664,8,51,35
Hamdallaye lomene,2665,20,47,48
Diass,2666,11,37,30
Ndarrap,2667,5,47,30
Mbardiack,2668,8,55,54
Rao peulh H1 Rao,2669,10,71,20
Temento Samba,2670,14,56,21
SAME goumak,2671,12,78,-99
Ndoffane,2672,19,40,70
Francounda,2673,6,63,50
Fololo birane,2674,8,55,6
Sagnaneme,2675,10,40,56
Dangalma,2676,14,52,56
Darou cisse,2677,5,56,54
Temento goundo,2678,12,40,56
Woulidie,2679,4,29,49
Mankonoding,2680,8,45,49
Ngangounné,2681,8,66,35
Mbeye,2682,2,35,56
Agnack grand,2683,12,60,5
Missira Thiourki,2684,7,57,35
Ainnoumane,2685,8,80,0
NGuer,2686,7,51,42
Nguedj,2687,12,80,24
Sinthiou Garba,2688,5,44,14
Drame,2689,8,35,9
Kahinda,2690,6,59,46
Ndioum  Nguainth,2691,4,92,-99
Koundioundou,2692,13,46,35
Gaye paradji,2693,5,40,42
Velingara woulou,2694,15,46,56
Payckoup serrere,2695,10,40,40
Nguelou disse,2696,5,46,-99
Hamdallaye,2697,16,51,56
Karcia,2698,8,54,65
Gaina Mbar,2699,7,49,52
Mbapp,2700,10,50,75
Niahene,2701,6,47,38
Missira Adioubi,2702,6,76,21
Carounate,2703,4,85,0
Sinthiou Dieka,2704,16,68,55
Touba,2705,6,36,49
Ndande,2706,18,62,20
Koussanar Escale,2707,10,36,42
Adama gackou,2708,6,42,56
Ndiayene Sapeinda,2709,17,62,42
Ngodiba,2710,8,55,46
Ndiakhate,2711,6,72,35
Kaba,2712,5,62,35
PADALAL,2713,32,41,8
Colobane,2714,9,58,35
Guereo,2715,15,60,40
Missira Adioubi,2716,8,48,28
Barsafo,2717,11,28,70
Agniack,2718,28,82,0
Ndoffane,2719,12,50,63
Sinthiang Diouma,2720,15,31,45
KASSAS,2721,10,61,70
Ouro sidy,2722,16,70,0
Gawane,2723,14,50,30
Kiniabour 2,2724,19,80,0
Wandee,2725,10,80,2
Keur mady yacine,2726,15,46,56
Ngodiba,2727,5,64,42
Athiou thiambene,2728,6,58,-99
Keur  Abdou   Mame,2729,13,55,56
Saremamadouegue,2730,22,60,35
Etune,2731,7,50,46
Guediane,2732,12,70,28
Darou ndiawene,2733,9,35,49
Kiniabour 2,2734,7,51,54
Back Back,2735,15,65,4
Diegoune,2736,13,68,70
Guele 2,2737,8,44,40
Sare Yira,2738,7,19,21
Kabiline 2,2739,15,41,25
Marigot,2740,6,38,60
Darou   mbacke,2741,7,43,35
Maka  Sacoumba,2742,22,67,35
Siriworo,2743,5,57,30
Kaba,2744,8,45,49
WORDE GODELE,2745,5,48,25
Horndoldé,2746,8,62,8
Madina,2747,13,30,36
Medinambayene,2748,5,35,56
Badiana,2749,12,51,49
Ndiorokh Ndoutane,2750,7,41,55
Kountada,2751,12,41,42
BARKATOU,2752,15,60,6
Kewelle,2753,7,83,0
Mback,2754,20,66,63
Ngalagne,2755,10,50,7
Mbamane,2756,19,85,-99
Gott 1,2757,6,77,-99
Mbetinky,2758,17,36,42
Bassoum,2759,18,59,45
Falokh,2760,6,43,56
Bamdoulou,2761,21,56,49
Kandioukou,2762,6,56,7
TABADIANG,2763,10,71,35
Djimbana,2764,5,67,45
BELLY THIOVY,2765,6,50,15
Diagnri,2766,3,25,30
Lislam,2767,16,63,56
Ndoffene,2768,10,80,0
Lesfalo,2769,7,47,35
AFE  Diop,2770,7,70,49
Mande keur diegane thiaré,2771,6,38,7
Kathiane,2772,12,50,63
Sinthiou samba deme,2773,5,55,56
Ndieulbert 1,2774,7,76,-99
Marina ndiaye,2775,16,65,90
SITABA,2776,5,35,42
Cabrousse mossor,2777,5,56,50
Darou matar  (keur matar fatou ),2778,12,56,48
WORDE,2779,7,45,30
Methe,2780,11,54,48
mbabanene,2781,6,29,40
1,2782,5,40,42
Kathiote,2783,3,55,15
Meo Ndiawene,2784,14,63,28
Médina kocoum,2785,16,69,30
Merina sall,2786,6,53,42
Satte,2787,16,72,-99
Mbar keur kao,2788,13,35,45
Dioly mbandakhe,2789,11,46,70
Kewelle,2790,5,42,7
Tuabou,2791,6,55,77
Bissassou santo,2792,7,78,8
WORDE,2793,9,69,25
Médina sy,2794,11,55,-99
Tambacoumba,2795,24,39,42
DJINANY,2796,9,36,50
Diambour,2797,3,55,-99
Sinthiou polel,2798,5,73,9
Gouye ndock,2799,13,76,-99
Yafera,2800,10,75,53
Ndioukh thiorokh,2801,6,75,30
Pethe Ouarack,2802,7,35,70
Cadjinolle Hassouka,2803,7,57,48
Coura Ndiocrane,2804,8,40,56
Boulal,2805,14,31,48
Keur   Modou   Diamatou,2806,9,40,70
Windou beye,2807,12,45,54
Saredioulde,2808,18,40,21
Niangene,2809,14,45,56
Sorocogne,2810,8,42,48
Diaksao,2811,11,45,35
Ede,2812,8,32,52
Cabrousse mossor,2813,6,51,50
Faraba,2814,13,35,70
Koudy,2815,5,52,42
Ndande,2816,6,68,90
Ngodiba,2817,11,53,46
NDINDY,2818,8,45,48
Soro khoum,2819,3,50,49
Soubacounda,2820,6,59,55
Douba,2821,15,35,42
Diokoul ndionguene,2822,5,60,54
Sendebou,2823,7,56,4
Santhie galgonie,2824,8,76,70
Labgar,2825,18,53,49
Thiafali,2826,5,50,49
MBINDO,2827,7,60,48
Thiellle patieme,2828,7,67,7
Nema bah,2829,11,77,0
Back,2830,13,56,63
Foumi Hara Diobė,2831,7,45,3
Sinthiou moussa,2832,6,66,42
Ndande,2833,10,72,30
Bokh,2834,4,84,-99
Koussanar,2835,6,59,42
Mankonoding,2836,9,60,49
Badiary,2837,4,41,49
Diam diam,2838,7,60,49
Ndiandiaye,2839,9,35,63
Elinkine - Sam Sam,2840,7,35,35
Ndiayene,2841,18,51,96
Ngélogal Darou Minam,2842,12,45,63
Seokhaye,2843,48,50,48
Gouye gui,2844,12,51,36
Nianao,2845,10,29,35
Bellokho  hann,2846,6,57,75
Ndiebel,2847,11,37,56
Malicounda wolof,2848,6,49,63
Wallangkingui,2849,5,35,-99
Sare Mody,2850,21,77,45
Belele,2851,18,55,49
Soumboundou,2852,10,60,42
Keur khaly sokhna,2853,10,72,35
Kawel,2854,10,48,21
Keur ndiaye lo,2855,10,63,56
Sare boure ramatoulaye,2856,6,41,58
Keur Thierno Dieye,2857,10,62,49
Seno aliou,2858,10,43,42
Worbé sounkarou,2859,12,52,70
6Baghagha,2860,4,47,35
Diagongue,2861,7,45,56
SITABA,2862,5,30,42
Keur Sette Diabou,2863,19,35,56
Malem  thierigne,2864,6,40,28
Gassane Ndawene,2865,6,62,7
Nguelou diamaguene,2866,14,72,-99
BELLY THIOVY,2867,5,60,20
Keur guary,2868,9,50,77
Diaroume,2869,7,66,0
Doumga o alpha,2870,8,56,20
Mbekhelul,2871,10,47,56
Sare samba cisse,2872,7,47,70
Karcia,2873,6,50,70
Lahi,2874,5,58,48
MÉDINA mandah,2875,8,50,70
Ainoumane,2876,11,67,30
Khosanto,2877,5,41,35
Khodaba,2878,9,66,35
Bahe,2879,17,68,-99
Keur mor kane,2880,9,46,42
Gassane Ndawene,2881,5,47,8
Kassack   sud,2882,9,52,40
Ndienguene Keur Malobe,2883,18,32,49
Aloudia,2884,8,45,48
Sare wali kambadiou,2885,10,41,56
Ouro Sidy,2886,20,80,0
Diam  diam,2887,10,65,28
NIAGHA,2888,6,68,40
Malemeba,2889,4,30,58
Karthiack,2890,6,62,72
Diamagueune,2891,4,43,54
Guithe,2892,8,32,6
Darou Salam Diop,2893,11,38,56
Niaga,2894,14,67,42
Darou salam type,2895,18,45,84
Kaba,2896,10,51,49
Ngoundiane samel,2897,32,39,54
Médinatou salam,2898,6,33,80
Mboyo,2899,6,48,49
Guiro yero bocar  ,2900,10,40,56
Boukoutingho,2901,9,65,41
Ndiedieng,2902,18,55,54
Sagharé,2903,14,67,20
Bissassou santo,2904,6,70,8
Bassoum,2905,12,40,40
Karthiack,2906,3,64,70
Bouyouye,2907,7,60,47
Ndande fall,2908,12,72,0
Khourou ndiobene,2909,12,43,-99
Keur yoro khodio,2910,25,78,63
Fadiacounda,2911,14,35,55
Baline,2912,25,27,71
PATHE GALLO,2913,8,44,20
Thiagar,2914,6,35,30
Balledji,2915,8,45,5
Roundal sakhal,2916,5,29,6
Ngouye thiandigue,2917,15,52,49
Dira pont,2918,8,51,5
Dialakhare,2919,8,45,-99
Darou sambe,2920,8,50,48
Médina  koily,2921,9,43,56
Darou   Pakala,2922,11,56,49
Kevoye,2923,12,68,6
Ndiette,2924,2,45,25
Thonokh,2925,8,65,49
Kaba,2926,11,59,49
Kouthiagaydy,2927,5,35,65
Ndande,2928,8,60,20
Birkama,2929,6,45,43
Lampsar,2930,5,60,56
Peul lamassasse,2931,12,46,60
Taiba,2932,3,46,-99
Ourodiofo,2933,11,40,42
Baity Dimb,2934,7,38,-99
Bagnomba,2935,7,60,52
Sendebou,2936,12,71,0
Faoye,2937,12,40,60
Sare walome,2938,6,48,35
Médina gounass,2939,6,68,18
Badiary,2940,5,36,41
Botou,2941,6,62,62
Pacala,2942,13,60,42
Batandiang,2943,3,65,7
Médina sy,2944,6,32,42
Sambangar,2945,8,35,5
Dendoudi doka,2946,7,54,42
DIAMWELLY,2947,23,68,35
ToubaMbayar,2948,6,63,60
Sare El Hadji Sory,2949,26,69,12
H9 croisement de rao,2950,9,65,70
Touba Linguére,2951,3,35,54
Kassack   sud,2952,7,69,40
Khosanto,2953,7,54,28
Nguethie,2954,15,40,40
Hamdallaye camara,2955,12,53,-99
Farabato,2956,8,65,49
Saré Nagué,2957,10,44,35
Thiaba,2958,11,51,50
Thiagar,2959,11,52,32
Botou,2960,9,56,58
Coura mouride,2961,10,61,49
Darou sambe,2962,9,60,48
Bode,2963,6,42,49
Kafountine,2964,7,54,20
Khay barka,2965,11,45,35
Wilanene,2966,14,33,46
Paylar,2967,10,21,50
Keur yoro soumbou,2968,19,56,49
Lislam,2969,8,60,28
Guethie,2970,7,40,77
BLOC VILLAGE,2971,6,35,43
Cabrousse mossor,2972,7,45,50
Tendaba kindakam,2973,7,40,70
Djilahogué,2974,14,66,-99
Thiagar,2975,11,52,40
Sare Gueladio,2976,7,41,49
Belel Dady,2977,5,57,45
Pouniar (ndiothie),2978,7,56,36
Ngalagne,2979,6,46,7
Koboyel,2980,7,45,7
Boulimanga manding,2981,4,64,12
Nguick fall,2982,8,58,16
KOUNAYAN,2983,4,55,42
Médina  sy,2984,1,37,14
Nioket,2985,8,43,70
Kamatane bambara,2986,4,75,35
Ndiebene toube wolof,2987,12,78,-99
KASSAS,2988,13,77,35
Haffé,2989,8,45,49
Ngouye thiandigue,2990,11,45,49
Temento Samba,2991,5,47,16
Keur Ndiouga,2992,15,52,0
Gaye paradji,2993,12,80,-99
Meo Ndiawene,2994,17,57,40
Raynabe2,2995,8,67,40
Kack,2996,3,35,49
Diokoul dionguene,2997,8,43,54
SEGRE BAMBARA,2998,9,60,70
Keur Mor Ibra,2999,6,39,48
Dendeye  peulh,3000,27,80,20
Moudery,3001,5,76,56
Ndayar,3002,5,33,54
FAOUNE,3003,12,71,25
Médina Sabakh,3004,22,45,48
Sambranbougou,3005,8,48,21
Sabodala,3006,4,69,14
Medinandrame,3007,6,57,-99
4Marsassoume Santo,3008,18,59,49
Medinambayene,3009,11,60,56
Agnack petit,3010,22,49,8
Médina Bouli,3011,8,76,56
Yari Gouye,3012,26,50,60
Yetty khaye,3013,25,55,49
Ainoumane,3014,22,68,0
Niamaya,3015,5,55,28
Afia bacary el hadji,3016,24,40,56
SEGRE BAMBARA,3017,23,42,70
Kathiote,3018,5,59,43
siwal,3019,18,55,40
Sinthiang ifra,3020,9,60,28
Makhana,3021,6,55,21
Ndiene lagane,3022,17,54,8
Mbar,3023,10,63,8
Bal wolof,3024,10,50,48
Ndiongue fall,3025,10,53,40
Peulh lamassasse (gallo peye),3026,18,76,48
Boucotte diola,3027,9,41,45
Djimbana,3028,10,68,45
Sindone,3029,13,45,36
Baiti,3030,13,45,35
KANICO MARONCOUNDA,3031,6,55,42
Darou,3032,12,52,36
Mbary,3033,14,41,70
Mbafaye,3034,9,73,37
Ndieyene  sirakh,3035,10,48,48
Sirworo,3036,18,40,28
Missirah boyéne,3037,12,48,60
Sare ngaye,3038,25,73,-99
Bruder forage,3039,6,37,56
Ndendory,3040,10,52,9
Niagha,3041,4,52,46
Kaba,3042,16,60,28
Ndereppe,3043,9,76,-99
"Bellekho,extention",3044,10,60,54
Nayobe gaye,3045,4,33,14
Ïdamouride,3046,29,68,56
Idamouride,3047,17,50,63
Thiathiaw  kaba  keur ndiawrigne,3048,20,50,49
Néma Dianfo,3049,17,47,72
Terokh,3050,6,62,48
Thor,3051,10,44,54
Bissary,3052,5,42,35
Keur mady yacine,3053,21,45,75
Dendiely,3054,11,65,56
Niassene Manding,3055,6,45,63
MBINDO,3056,9,65,48
Linkediang,3057,7,38,35
Thilla,3058,19,70,14
Mayor,3059,4,57,7
Keur Mor Ibra,3060,7,47,60
Bal wolof,3061,11,70,48
Ngougouss,3062,10,70,54
Tivaouane peulh,3063,7,67,56
Gott1,3064,7,60,-99
SEGRE GATA,3065,7,35,70
Diabète  tallene,3066,7,35,82
Ndimb Dior,3067,6,50,42
Diam diam,3068,14,50,49
Saré Nagué,3069,16,41,20
Ting ting kom,3070,5,48,60
Thicogne,3071,5,56,42
Fadiacounda,3072,8,40,50
Simbandi balante,3073,16,60,30
Kaba,3074,9,60,49
Madina bappe,3075,5,30,56
Diam diam,3076,10,52,50
Keur lamine diamé,3077,10,68,48
Ngathie Peulh,3078,5,72,57
Madina bappe,3079,5,65,56
Yadiana,3080,14,65,40
Cadjinolle Hassouka,3081,6,82,0
Velingara,3082,6,86,38
Nguetou malick,3083,3,45,14
Nianao,3084,7,45,35
Wande,3085,13,76,49
Bantakountou,3086,5,37,50
Oudiabouss,3087,10,45,45
Porokhane,3088,9,41,49
Bouyouye,3089,5,49,43
Diabète   tallene,3090,16,64,97
Syll thiakhene,3091,13,40,48
Thiagar,3092,8,71,25
Diossong,3093,9,62,42
Yadiana,3094,8,40,40
Makho,3095,8,76,0
Colobane,3096,8,43,30
Agnack Petit,3097,18,52,-99
Keur yoro soubou,3098,16,76,63
Darou Diene,3099,12,66,27
Maka   fall,3100,8,56,25
Darou cisse,3101,4,76,10
Mbodjiene,3102,6,40,63
Médina degouye,3103,21,54,56
Sindone,3104,2,55,-99
Ndieyene sirakh,3105,12,52,48
Diass,3106,14,51,60
Cap skirring,3107,8,70,25
Loudia Ouoloff,3108,17,67,21
Demba Coulla,3109,7,57,30
Tacoudiala,3110,11,77,40
Belele,3111,7,23,36
Ndayare,3112,5,50,62
Mbrouvaille,3113,29,57,48
Mbalamsone,3114,12,33,63
Ngedie,3115,10,52,54
Pethe Ouarack,3116,8,61,63
Mbeuleup,3117,11,56,63
Diamgueune ndiaye,3118,7,66,14
Bourofaye  Baynounck,3119,20,37,56
Cabrousse mossor,3120,6,31,50
Affée,3121,12,70,21
Sinthiou samba deme,3122,5,56,65
Sinthiou moussa,3123,5,40,42
Sinthiang koundara,3124,10,66,21
Sare demba diamanka,3125,13,36,56
Darou gaye,3126,10,56,38
Lewe Nguenar,3127,10,40,28
Tambacoumba,3128,9,61,56
Ndiobene Ndeme,3129,17,53,63
Mbayene   diack,3130,11,51,45
Dioumada,3131,9,60,45
Barkael,3132,11,55,8
Keur  bocal  barri,3133,13,65,0
Hamdallaye tessan,3134,7,40,57
Niagal,3135,23,86,42
Ndieulbert 1,3136,8,64,56
Dioumada,3137,8,64,37
Ndjigal,3138,7,72,46
Coubalan,3139,19,46,49
Nelby1,3140,7,50,54
Ndianoye,3141,4,30,49
Baity ndiodione,3142,6,57,32
Kamacounda,3143,10,80,0
Bourofaye  Baynounck,3144,15,37,77
Petel Dieguess,3145,12,64,64
Kandji,3146,8,60,32
Danfa  Counda,3147,12,66,35
Danthiady,3148,10,58,14
Sindone,3149,8,63,30
Gouy kouli,3150,18,62,70
Thiegue,3151,7,57,35
Gouy kouli,3152,4,62,60
Belal djiga,3153,4,60,-99
Demba Coulla,3154,7,50,30
LINGUETTO,3155,28,41,72
Khourou loumby,3156,15,54,35
Thiaothiao,3157,18,51,49
Badiangara Moussa,3158,7,61,70
Ngoundiane samel,3159,16,52,48
Darsalam,3160,6,45,36
Marsassoume Santo,3161,6,45,49
Mamath touré,3162,8,40,40
Tuabou,3163,5,39,77
Mboyo,3164,10,56,56
Nguick fall,3165,10,69,48
Kathiawane,3166,13,65,49
Syllacounda Diakha,3167,8,65,-99
Dendory,3168,10,32,5
Gnolaneme,3169,6,52,64
Kaba,3170,8,35,49
Gagnick khodjil,3171,8,52,-99
Fass gounass,3172,9,80,0
Saroudia,3173,6,50,49
KANIKO MARONCOUNDA,3174,7,46,40
PAMBAL,3175,6,75,21
Daga   Youndoume   mbambara,3176,30,45,56
Sakhaw,3177,10,55,16
Kaba diack,3178,7,45,60
1,3179,8,35,-99
Boulal,3180,18,65,56
Mobaya,3181,6,32,6
Kassack  sud,3182,8,54,40
Yaoudar Sara,3183,8,65,21
Mbekhelul,3184,10,42,56
6,3185,8,48,42
Ede,3186,6,58,50
Yolly,3187,9,58,40
Thir Nguél Siwol,3188,8,57,8
Yene,3189,10,58,48
Sab  ka,3190,8,72,0
Keur Gallo,3191,7,65,48
S'aredioulde,3192,18,52,35
Yene,3193,19,59,-99
Didiore,3194,8,58,42
LONDIOR,3195,7,67,48
Pire goureye,3196,5,61,36
Darou salame doyoli,3197,9,45,42
Nguelou loyene,3198,7,31,-99
H9 croissance de rao,3199,11,56,60
Ngayene,3200,18,60,-99
Médina Sabakh,3201,15,36,42
Darou  salam  2,3202,1,40,-99
Ndiene lagane,3203,6,55,0
darou minam,3204,3,65,19
KANICO MARONCOUNDA,3205,5,42,42
Darou ndiawene,3206,10,30,49
Mbissis dia seck,3207,5,49,54
Gueule 2,3208,10,42,56
Ndiongue fall,3209,11,65,38
Kolia,3210,8,48,21
Ndiao Bambaly,3211,10,60,56
Baila,3212,8,68,42
Faranding,3213,6,50,56
BALIGA,3214,10,45,48
Kafate,3215,9,58,-99
Pakham kouye1,3216,8,72,14
Sare sam niagha,3217,20,32,36
Golmy,3218,9,63,48
Lambock 2,3219,19,47,7
Palado,3220,9,62,3
Mississ dia,3221,5,76,0
Diandioly,3222,11,56,28
LANSAR,3223,12,70,28
Poram Peulh,3224,4,65,42
Gorom 2,3225,8,61,40
Mandina  balante 2,3226,11,55,30
AFE DIOP NIANG,3227,10,50,64
Gague,3228,5,43,43
Keur momar sarr,3229,3,50,35
Nguedji,3230,20,70,36
Missira demba,3231,15,50,42
Saroudia,3232,5,41,56
Sare boure ramatoulaye,3233,6,79,0
Bokhol,3234,9,53,42
Kantar,3235,7,51,54
Prokhane peul,3236,14,55,56
Abdoulaye DANSO,3237,12,30,50
MEDINA ALPHA MARY,3238,6,46,50
Thilmakha,3239,7,60,48
Djibabouya,3240,9,62,49
Ndomor,3241,5,55,35
Sindone,3242,6,42,49
Belel  Diawle,3243,15,50,49
Thisse,3244,5,50,32
Samba Ndiaye,3245,10,61,6
Mamarone,3246,10,35,42
Médina Boudialabou,3247,15,63,36
Médina Silly,3248,16,50,70
Sagnol,3249,11,57,46
Keur magaye,3250,15,45,0
Fouloume,3251,7,38,42
Mboul,3252,10,71,-99
Ndiassam,3253,5,35,6
Kafountine,3254,9,40,24
Thiola,3255,6,40,-99
MÉDINA BACARY SY,3256,7,86,10
AÉRÉ  POSTE,3257,9,48,36
Karthiack,3258,6,65,70
Thiagar,3259,9,73,0
Maka mbaye,3260,7,40,-99
Sam fall,3261,8,40,9
Keur  Bacari,3262,15,70,35
Douba,3263,18,58,5
Rimbakh peulh,3264,8,63,56
Nianao,3265,7,48,21
Deleko pathe,3266,5,48,49
NDIOKHOBA,3267,8,70,48
Gorom3,3268,7,30,60
Ndienguene ndongo,3269,22,35,40
Faradianto,3270,3,46,42
Dimb  Gal,3271,10,50,35
Thioffior,3272,17,65,35
Mbene Diouma,3273,11,43,46
Sinthiou Dieka,3274,8,42,60
Babacar  ndiouck,3275,8,43,42
Kheinde,3276,4,65,14
Pelel  kendessa,3277,10,70,42
Ndiossy,3278,4,69,56
Danthiady,3279,4,40,21
Ethiolo,3280,10,28,12
Missirah,3281,9,45,58
Tekenguel H1,3282,10,50,49
Sorocogne,3283,6,34,40
Gande,3284,3,70,48
Ndereppe,3285,20,23,-99
Diaroume,3286,8,56,3
Santhie goudaguene,3287,14,35,56
Diattafa,3288,12,55,42
Kandaga Tobo,3289,10,52,24
Nenefecha,3290,7,40,42
Moula manmour,3291,25,55,75
Doumga o alpha,3292,5,55,28
Loudia Ouoloff,3293,15,56,48
Khayane,3294,9,62,30
Mancolicounda,3295,10,65,44
Fadial serrere,3296,6,35,9
2,3297,9,38,-99
Belel bamby,3298,7,28,-99
Keur bourama bowbow,3299,9,35,35
Kack,3300,5,58,49
Diamvely,3301,8,69,15
Parassel,3302,7,39,5
Sagatta gueth,3303,11,66,90
Gadiack,3304,12,57,25
Koboyel,3305,7,58,7
Kafatte,3306,8,50,-99
Diaobe,3307,9,55,49
Ndoffane,3308,11,38,70
Daga youndoum oualof,3309,7,47,49
Malem  thierigne,3310,7,35,42
Lambock 1,3311,15,49,7
Bondie,3312,4,50,15
Sambouconda,3313,3,52,7
Mbar keur kao,3314,9,70,0
Keur Mor Ibra,3315,5,45,48
THIEMPENG,3316,20,60,-99
Ndiokhba,3317,6,80,48
Wendou Beye,3318,12,52,56
Sambangar,3319,8,84,0
2,3320,10,60,48
Kouyre,3321,8,65,63
Diaymane,3322,13,40,56
Nayssia,3323,6,82,0
Ngokhé,3324,8,57,32
Madina couta,3325,9,51,55
Diokoul ndionguene,3326,10,42,60
Mbrouwaille,3327,13,67,42
Dendoudi doka,3328,5,69,42
Sare walome,3329,5,50,42
Khaye barka,3330,11,84,0
NGUIGANE NDARAPE,3331,8,35,48
Minguene boye,3332,9,55,60
Kabdou,3333,13,38,60
Poundioum,3334,7,38,70
Dira pont,3335,9,53,8
Ngueye Ngueye,3336,6,57,48
Niassene Manding,3337,15,52,28
Kouyre,3338,10,79,63
Diara Pont,3339,10,44,16
Nguerane goumack,3340,15,50,56
Nguithie thiandigué,3341,9,45,49
Khondokhou,3342,8,56,49
Sinthiou boubou,3343,6,52,42
Ngangoundé,3344,9,51,42
Ndimb thioub,3345,6,80,42
Fassada,3346,4,50,8
Dioly mbandakhe,3347,5,65,-99
Baity Dakhar,3348,7,58,28
Darsalam,3349,9,61,36
Bakou,3350,5,35,70
TAMBANABA,3351,4,30,46
Missirah diakhily,3352,8,70,30
Saré Nagué,3353,7,67,25
Ngadiary,3354,6,41,49
Nenefecha,3355,6,38,42
Ourourbe,3356,7,45,55
Kenewal,3357,7,42,30
Djibelor,3358,8,56,38
Thiengue,3359,6,60,35
Arafa,3360,4,48,-99
Ndiedieng 1,3361,11,57,70
Colobane la mbaye,3362,12,55,7
Taiba Niassene,3363,6,45,-99
Cabrousse mossor,3364,7,56,0
Faranding,3365,4,60,28
Darou Ndiaye,3366,4,51,52
Niahene,3367,8,40,42
Selety,3368,8,56,30
Biieyene   momat,3369,20,46,91
Salde fanaye,3370,9,56,64
Keur aly samba,3371,22,38,74
Syllacounda Diakha,3372,9,63,-99
Yene Todd,3373,33,63,40
Sare wali thiapa,3374,16,59,70
Yabtil Diop,3375,14,65,49
Afia  Thiabecare,3376,6,40,42
Mbar mbeguene,3377,12,70,9
Polel Diaobe,3378,15,60,9
Medina sy,3379,4,55,30
Darou diop,3380,13,42,8
Diokoul mbelbouck,3381,5,33,70
Keur Ndiouga,3382,8,52,63
Gouy kouli,3383,8,60,60
Kaba diack,3384,7,50,54
Keur wakh,3385,14,66,42
Brandoufary,3386,10,60,15
Goundaga Assane,3387,8,45,42
Tuabou,3388,3,83,53
Mayel,3389,10,38,49
Diyabougou,3390,17,65,50
Mankonoding,3391,8,70,0
Mbarigot,3392,5,42,49
Kaka,3393,13,35,49
Ngadiary ba,3394,5,42,49
Diamaguene,3395,12,40,42
Kaba,3396,11,35,49
Adeane,3397,19,89,66
Ndande,3398,17,55,30
Touba mboul,3399,4,88,42
Sagnole,3400,9,37,-99
Ndiayéne momath,3401,23,73,48
Kelle gueye 1,3402,1,60,0
Doumga o alpha,3403,6,66,25
BAL DIOP,3404,11,49,23
Falokh,3405,7,58,70
Oudoucar,3406,10,55,49
Sinthiou moussa,3407,4,61,42
Ndiene,3408,8,59,40
Keur mousseu,3409,10,68,35
Dialaka,3410,43,48,35
St Double Sylla,3411,13,50,45
Afia Bacari,3412,6,52,35
Gueuth peulh,3413,6,56,58
Gallade,3414,6,55,28
Pakhoum  kouy1,3415,10,50,30
Meo ndiobene,3416,9,48,70
Sinthiou Maleme,3417,25,46,42
Wendu bey,3418,6,70,4
Biambeye,3419,9,61,24
Camara,3420,10,40,48
Lewe nguenar,3421,5,44,42
Médina gounass,3422,18,43,24
Sindone,3423,14,65,35
